"","x"
"1690","GLANLLYN"
"1691","cy"
"1692","DUBLIN"
"1693","en"
"1694","pt"
"1695","fr"
"1696","GOED"
"1697","nl"
"1698","cy"
"1699","GLANTRAETH"
"1700","cy"
"1701","ATSAIN"
"1702","cy"
"1703","GNAT"
"1704","en"
"1705","pl"
"1706","sl"
"1707","BRAGDY"
"1708","cy"
"1709","GORDDINOG"
"1710","cy"
"1711","RARDD"
"1712","cy"
"1713","GORWELION"
"1714","cy"
"1715","CEINT"
"1716","fr"
"1717","ga"
"1718","cy"
"1719","GOVERNMENT"
"1720","en"
"1721","HELYG"
"1722","cy"
"1723","HAFAN"
"1724","cs"
"1725","cy"
"1726","HAULFRE"
"1727","haw"
"1728","BRANWEN"
"1729","cy"
"1730","HAWK"
"1731","en"
"1732","pl"
"1733","BRIORDY"
"1734","cy"
"1735","HELENS"
"1736","no"
"1737","WYDDFA"
"1738","cy"
"1739","DDRAIG"
"1740","cy"
"1741","LOWGATE"
"1742","tk"
"1743","TAWEL"
"1744","cy"
"1745","MARINERS"
"1746","en"
"1747","sv"
"1748","da"
"1749","FENAI"
"1750","pt"
"1751","cy"
"1752","MINFFRWD"
"1753","mt"
"1754","RHEDYN"
"1755","cy"
"1756","RHOSYR"
"1757","cy"
"1758","PANTYCELYN"
"1759","cy"
"1760","MEYRICK"
"1761","da"
"1762","PENLLECH"
"1763","lb"
"1764","PENSARN"
"1765","cy"
"1766","FAIN"
"1767","en"
"1768","cy"
"1769","PENTRE"
"1770","cy"
"1771","eo"
"1772","PENTREGOF"
"1773","ro"
"1774","MEILLION"
"1775","cy"
"1776","et"
"1777","PENYBONC"
"1778","id"
"1779","BRAINT"
"1780","cy"
"1781","PENYRORSEDD"
"1782","id"
"1783","PICINHIRNOS"
"1784","pt"
"1785","DWR"
"1786","cy"
"1787","PWLLCRWN"
"1788","cy"
"1789","ROFFT"
"1790","cy"
"1791","SANT"
"1792","nl"
"1793","sv"
"1794","sr"
"1795","RHESTAIR"
"1796","en"
"1797","CYNGAR"
"1798","cy"
"1799","RHODOGEIDIO"
"1800","cy"
"1801","DDAFYDD"
"1802","cy"
"1803","RHOSWEN"
"1804","cy"
"1805","KYFFIN"
"1806","en"
"1807","SIBRWD"
"1808","cy"
"1809","TUDOR"
"1810","en"
"1811","pt"
"1812","fr"
"1813","CANADA"
"1814","en"
"1815","pt"
"1816","fr"
"1817","UWCH"
"1818","cy"
"1819","MARCWIS"
"1820","jw"
"1821","VILLA"
"1822","en"
"1823","es"
"1824","fr"
"1825","CANON"
"1826","en"
"1827","es"
"1828","fr"
"1829","ZEALAND"
"1830","en"
"1831","da"
"1832","gd"
"1833","LLYN"
"1834","cy"
"1835","FERW"
"1836","cy"
"1837","SILVER"
"1838","en"
"1839","nl"
"1840","pl"
"1841","COURT"
"1842","en"
"1843","fr"
"1844","nl"
"1845","SPUR"
"1846","en"
"1847","de"
"1848","gd"
"1849","GWAITH"
"1850","cy"
"1851","CORN"
"1852","en"
"1853","ga"
"1854","ca"
"1855","BODELWYN"
"1856","cy"
"1857","COTTAGES"
"1858","en"
"1859","CASTELLOR"
"1860","ca"
"1861","COLLEN"
"1862","ca"
"1863","cy"
"1864","IARDDUR"
"1865","cy"
"1866","RHESDAI"
"1867","cy"
"1868","GONGL"
"1869","cy"
"1870","TREWAN"
"1871","jw"
"1872","GWENALLT"
"1873","cy"
"1874","LLEINIAU"
"1875","cy"
"1876","LLAINFAIN"
"1877","cy"
"1878","BERLLAN"
"1879","cy"
"1880","CAPELULO"
"1881","cy"
"1882","LLANFAES"
"1883","cy"
"1884","SWNT"
"1885","cy"
"1886","PENBODEISTEDD"
"1887","cy"
"1888","FARM"
"1889","en"
"1890","de"
"1891","nl"
"1892","PENUCHELDRE"
"1893","id"
"1894","FER"
"1895","en"
"1896","es"
"1897","fr"
"1898","RHOSGOCH"
"1899","cy"
"1900","WINLLAN"
"1901","cy"
"1902","OFF"
"1903","en"
"1904","fr"
"1905","pl"
"1906","TY'N"
"1907","cy"
"1908","MAYPOLE"
"1909","en"
"1910","LINK"
"1911","en"
"1912","pt"
"1913","de"
"1914","BUILDINGS"
"1915","en"
"1916","fr"
"1917","nl"
"1918","LODGES"
"1919","en"
"1920","BOL"
"1921","en"
"1922","es"
"1923","fr"
"1924","DULAS"
"1925","es"
"1926","cy"
"1927","CARNA"
"1928","pt"
"1929","ga"
"1930","da"
"1931","TEGEIRIAN"
"1932","cy"
"1933","WATLING"
"1934","kha"
"1935","YTSAD"
"1936","sk"
"1937","BACHAU"
"1938","de"
"1939","cy"
"1940","RHOSDIR"
"1941","cy"
"1942","GERNANT"
"1943","da"
"1944","HENDY"
"1945","cy"
"1946","PENRHYNGARW"
"1947","cy"
"1948","HEBRON"
"1949","en"
"1950","pt"
"1951","de"
"1952","BRICKPOOL"
"1953","sv"
"1954","GLAS"
"1955","es"
"1956","fr"
"1957","de"
"1958","CELTIC"
"1959","en"
"1960","pl"
"1961","cs"
"1962","LLAN"
"1963","cy"
"1964","FORMER"
"1965","en"
"1966","fr"
"1967","de"
"1968","FFRWD"
"1969","cy"
"1970","FEDWEN"
"1971","cy"
"1972","GLANDWR"
"1973","cy"
"1974","ABERCASEG"
"1975","cy"
"1976","CRAFCOED"
"1977","en"
"1978","ADWY'R"
"1979","cy"
"1980","AR"
"1981","en"
"1982","es"
"1983","pt"
"1984","BODORGAN"
"1985","cy"
"1986","BACK"
"1987","en"
"1988","de"
"1989","nl"
"1990","BALACLAFA"
"1991","nl"
"1992","NEST"
"1993","en"
"1994","de"
"1995","nl"
"1996","BEDDGWENAN"
"1997","so"
"1998","DINAM"
"1999","lv"
"2000","ca"
"2001","cy"
"2002","BLAEN"
"2003","cy"
"2004","TRAFFWLL"
"2005","cy"
"2006","POINT"
"2007","en"
"2008","fr"
"2009","pl"
"2010","BOD"
"2011","en"
"2012","da"
"2013","pl"
"2014","BEAUMARIS"
"2015","cy"
"2016","BRAICHMELYN"
"2017","en"
"2018","FOUNDRY"
"2019","en"
"2020","GWYDDEL"
"2021","cy"
"2022","BRYNCELYN"
"2023","cy"
"2024","BRYNHYFRYD"
"2025","cy"
"2026","GREENFIELD"
"2027","en"
"2028","YSTAD"
"2029","pl"
"2030","sv"
"2031","da"
"2032","DOL"
"2033","en"
"2034","pt"
"2035","fr"
"2036","DAFYDD"
"2037","ga"
"2038","gd"
"2039","cy"
"2040","BODAFON"
"2041","cy"
"2042","CAECHWAREL"
"2043","la"
"2044","LLANFAIR"
"2045","cy"
"2046","CAERHUN"
"2047","cy"
"2048","CAE'R"
"2049","cy"
"2050","DRONWY"
"2051","cy"
"2052","LON"
"2053","en"
"2054","vi"
"2055","ga"
"2056","ARW"
"2057","cy"
"2058","CILCOED"
"2059","en"
"2060","TREASERTH"
"2061","en"
"2062","CILFODAN"
"2063","cy"
"2064","CILGANT"
"2065","cy"
"2066","CICHLE"
"2067","cs"
"2068","PENRHIW"
"2069","cy"
"2070","CILTREFNUS"
"2071","cy"
"2072","BELAN"
"2073","tr"
"2074","cy"
"2075","eu"
"2076","BETTWS"
"2077","en"
"2078","COETMOR"
"2079","cy"
"2080","FRY"
"2081","en"
"2082","ga"
"2083","da"
"2084","LLWYBR"
"2085","cy"
"2086","MARIAN"
"2087","en"
"2088","nl"
"2089","pl"
"2090","CREMLYN"
"2091","en"
"2092","BEACON"
"2093","en"
"2094","GATEWAY"
"2095","en"
"2096","de"
"2097","nl"
"2098","CWM"
"2099","en"
"2100","cy"
"2101","VISTA"
"2102","en"
"2103","es"
"2104","pt"
"2105","CYMYRAN"
"2106","cy"
"2107","RHES"
"2108","ca"
"2109","cy"
"2110","MARIA"
"2111","en"
"2112","pt"
"2113","fr"
"2114","DWYRAIN"
"2115","cy"
"2116","ELEN"
"2117","tr"
"2118","pl"
"2119","cs"
"2120","HALD"
"2121","cs"
"2122","da"
"2123","no"
"2124","ERW"
"2125","cy"
"2126","CYTIR"
"2127","cy"
"2128","TAFARNGRISIAU"
"2129","cy"
"2130","GORNIOG"
"2131","cy"
"2132","FRONDEG"
"2133","br"
"2134","PELLA"
"2135","en"
"2136","es"
"2137","fr"
"2138","GARDD"
"2139","cy"
"2140","BLUE"
"2141","en"
"2142","it"
"2143","pl"
"2144","GARNEDDWEN"
"2145","lb"
"2146","STAD"
"2147","nl"
"2148","pl"
"2149","ga"
"2150","GLANFFYNNON"
"2151","cy"
"2152","GLANAFON"
"2153","vo"
"2154","ABERFORESHORE"
"2155","en"
"2156","GLANRHYD"
"2157","cy"
"2158","GLANAETHWY"
"2159","cy"
"2160","CLODDFA"
"2161","cy"
"2162","GOLEUFRYN"
"2163","cy"
"2164","UNION"
"2165","en"
"2166","fr"
"2167","de"
"2168","GORLLEWIN"
"2169","cy"
"2170","BRISCO"
"2171","es"
"2172","GWERN"
"2173","cy"
"2174","STEPS"
"2175","en"
"2176","fr"
"2177","nl"
"2178","GWYLAN"
"2179","cy"
"2180","BALACLAVA"
"2181","en"
"2182","pt"
"2183","it"
"2184","FARCHOG"
"2185","cy"
"2186","HENBARC"
"2187","br"
"2188","PWLLFANOGL"
"2189","cy"
"2190","HENWALIA"
"2191","cy"
"2192","YARD"
"2193","en"
"2194","fr"
"2195","de"
"2196","HYFRYDLE"
"2197","cy"
"2198","LLAINWEN"
"2199","cy"
"2200","ADEANE"
"2201","ro"
"2202","BRITANNIA"
"2203","en"
"2204","hu"
"2205","no"
"2206","LLECHYLCHED"
"2207","cy"
"2208","MAESINCLA"
"2209","cs"
"2210","GWYNGYLL"
"2211","cy"
"2212","MOEL"
"2213","pt"
"2214","nl"
"2215","cy"
"2216","LLANFACHRAETH"
"2217","cy"
"2218","MOR"
"2219","es"
"2220","pt"
"2221","sl"
"2222","BEULAH"
"2223","en"
"2224","da"
"2225","cy"
"2226","GEITHIN"
"2227","en"
"2228","MORIAH"
"2229","mfe"
"2230","DWL"
"2231","cy"
"2232","FOEL"
"2233","cy"
"2234","SGWAR"
"2235","cy"
"2236","GWEL"
"2237","cy"
"2238","GELLI"
"2239","cy"
"2240","is"
"2241","PENDALAR"
"2242","id"
"2243","CAERNARFON"
"2244","cy"
"2245","TREGARNEDD"
"2246","cy"
"2247","PENGELLI"
"2248","id"
"2249","ENCIL"
"2250","cy"
"2251","PENLLYN"
"2252","cy"
"2253","CAVOUR"
"2254","en"
"2255","de"
"2256","it"
"2257","GWION"
"2258","cy"
"2259","PENYBRYN"
"2260","id"
"2261","MEDDYG"
"2262","cy"
"2263","NYTH"
"2264","cy"
"2265","RHODFA'R"
"2266","cy"
"2267","TESOG"
"2268","cy"
"2269","RHOSFRYN"
"2270","cy"
"2271","DYFNIA"
"2272","cy"
"2273","RHOSLAN"
"2274","cy"
"2275","ALOTAN"
"2276","es"
"2277","eu"
"2278","MAR"
"2279","en"
"2280","es"
"2281","pt"
"2282","TAL"
"2283","es"
"2284","pt"
"2285","de"
"2286","WAL"
"2287","en"
"2288","de"
"2289","nl"
"2290","TANDDERWEN"
"2291","lb"
"2292","AMBROSE"
"2293","en"
"2294","pt"
"2295","nl"
"2296","TORONNEN"
"2297","crs"
"2298","ARDD"
"2299","cy"
"2300","FFRIDD"
"2301","cy"
"2302","TREF"
"2303","en"
"2304","nl"
"2305","pl"
"2306","TREFLAN"
"2307","cy"
"2308","eu"
"2309","COLLEGE"
"2310","en"
"2311","pt"
"2312","de"
"2313","EURYCH"
"2314","cy"
"2315","TREFONWYS"
"2316","cy"
"2317","CLYNNOG"
"2318","cy"
"2319","TREGAEAN"
"2320","cy"
"2321","NWY"
"2322","cy"
"2323","TRE'R"
"2324","no"
"2325","EILIAN"
"2326","cy"
"2327","eo"
"2328","PENDIST"
"2329","id"
"2330","CYNFI"
"2331","az"
"2332","NOBLA"
"2333","pl"
"2334","sv"
"2335","eo"
"2336","TWLL"
"2337","cy"
"2338","DEINIOL"
"2339","cy"
"2340","COEDLYS"
"2341","cy"
"2342","TYN"
"2343","pl"
"2344","no"
"2345","cy"
"2346","TWTHILL"
"2347","xh"
"2348","ARDRUM"
"2349","cy"
"2350","WEIRGLODD"
"2351","cy"
"2352","WEST"
"2353","en"
"2354","de"
"2355","it"
"2356","YORK"
"2357","en"
"2358","es"
"2359","pt"
"2360","AINON"
"2361","pl"
"2362","et"
"2363","eo"
"2364","FEIRIAN"
"2365","no"
"2366","MINAFON"
"2367","jw"
"2368","ASHLEY"
"2369","en"
"2370","fr"
"2371","nl"
"2372","SEL"
"2373","es"
"2374","fr"
"2375","tr"
"2376","ALA"
"2377","en"
"2378","es"
"2379","pt"
"2380","BELMONT"
"2381","en"
"2382","ga"
"2383","gd"
"2384","BRYNGWRAN"
"2385","cy"
"2386","ARFONIA"
"2387","cy"
"2388","BETHEL"
"2389","en"
"2390","da"
"2391","cy"
"2392","BRIALLU"
"2393","cy"
"2394","PWLLHELI"
"2395","cy"
"2396","21"
"2397","CAMBRIAN"
"2398","en"
"2399","BUCKLEY"
"2400","en"
"2401","ga"
"2402","gd"
"2403","22"
"2404","CERRIG"
"2405","cy"
"2406","CONSTANTINE"
"2407","en"
"2408","fr"
"2409","da"
"2410","24"
"2411","CESAIL"
"2412","cy"
"2413","EUSTON"
"2414","en"
"2415","33"
"2416","CORPORATION"
"2417","en"
"2418","fr"
"2419","gd"
"2420","FARRAR"
"2421","pt"
"2422","no"
"2423","49"
"2424","DOLWAR"
"2425","cy"
"2426","BIWMARIS"
"2427","cy"
"2428","SEIONT"
"2429","pt"
"2430","50"
"2431","CEFNAU"
"2432","cy"
"2433","FFOWNDRI"
"2434","cy"
"2435","FFRIDDOEDD"
"2436","cy"
"2437","51"
"2438","ERWENNI"
"2439","de"
"2440","WERDD"
"2441","de"
"2442","GERLAN"
"2443","cy"
"2444","eu"
"2445","54"
"2446","GLANPWLL"
"2447","en"
"2448","GLYNNE"
"2449","cy"
"2450","57"
"2451","GWAUN"
"2452","cy"
"2453","HENDREWEN"
"2454","en"
"2455","59"
"2456","GWEITHDAI"
"2457","cy"
"2458","LLUNDAIN"
"2459","cy"
"2460","89"
"2461","LLANBEBLIG"
"2462","cy"
"2463","90"
"2464","MORANNEDD"
"2465","cy"
"2466","LLANBERIS"
"2467","cy"
"2468","91"
"2469","GATWS"
"2470","cy"
"2471","MEIRION"
"2472","cy"
"2473","103"
"2474","MORFA'R"
"2475","is"
"2476","106"
"2477","MURIAU"
"2478","lt"
"2479","cy"
"2480","et"
"2481","CWRT"
"2482","cy"
"2483","PADARN"
"2484","cy"
"2485","111"
"2486","PENABER"
"2487","mg"
"2488","PENCHWINTAN"
"2489","ms"
"2490","118"
"2491","PENLON"
"2492","cy"
"2493","RHEDYW"
"2494","cy"
"2495","119"
"2496","SACKVILLE"
"2497","en"
"2498","120"
"2499","PENRHYDLYNIOG"
"2500","cy"
"2501","SEGONTIUM"
"2502","la"
"2503","122"
"2504","PENSYFLOG"
"2505","cy"
"2506","SILIWEN"
"2507","na"
"2508","123"
"2509","DOLFAIR"
"2510","ga"
"2511","128"
"2512","TREBORTH"
"2513","cy"
"2514","133"
"2515","GORSEDDFA"
"2516","cy"
"2517","FAIRVIEW"
"2518","en"
"2519","135"
"2520","TABOR"
"2521","en"
"2522","es"
"2523","pt"
"2524","TY"
"2525","en"
"2526","nl"
"2527","vi"
"2528","141"
"2529","TREWERIN"
"2530","sco"
"2531","PRINCE'S"
"2532","en"
"2533","152"
"2534","TROED"
"2535","cy"
"2536","COUNTY"
"2537","en"
"2538","nl"
"2539","pl"
"2540","156"
"2541","TANYGRISIAU"
"2542","cy"
"2543","FRIARS"
"2544","en"
"2545","da"
"2546","172"
"2547","DOLDIR"
"2548","cy"
"2549","173"
"2550","ADWYDDU"
"2551","cy"
"2552","174"
"2553","178"
"2554","ATHELSTAN"
"2555","en"
"2556","WESTBURY"
"2557","en"
"2558","BALTIC"
"2559","en"
"2560","da"
"2561","BELGRAVE"
"2562","sq"
"2563","NODWYDD"
"2564","cy"
"2565","BLAENDDOL"
"2566","cy"
"2567","RHANDIR"
"2568","cy"
"2569","ESGAIR"
"2570","cy"
"2571","BRONABER"
"2572","cy"
"2573","SYDNEY"
"2574","en"
"2575","pt"
"2576","fr"
"2577","BRONFAIR"
"2578","ga"
"2579","BROOK"
"2580","en"
"2581","fr"
"2582","pl"
"2583","GORDON"
"2584","en"
"2585","pt"
"2586","fr"
"2587","LLETROED"
"2588","ca"
"2589","BRYNGLAS"
"2590","cy"
"2591","DRYW"
"2592","cy"
"2593","BRYNHEULOG"
"2594","cy"
"2595","GRAY"
"2596","en"
"2597","es"
"2598","fr"
"2599","CADER"
"2600","it"
"2601","cy"
"2602","GILGAL"
"2603","et"
"2604","CANTREF"
"2605","cy"
"2606","CARLEG"
"2607","no"
"2608","CEILWART"
"2609","bi"
"2610","GWYLLT"
"2611","cy"
"2612","CLOCHYDD"
"2613","cy"
"2614","CILFOR"
"2615","cy"
"2616","HELEN"
"2617","en"
"2618","pt"
"2619","fr"
"2620","DEWI"
"2621","nl"
"2622","pl"
"2623","ga"
"2624","COPPERHILL"
"2625","en"
"2626","DOLI"
"2627","pt"
"2628","it"
"2629","pl"
"2630","CORBETT"
"2631","ga"
"2632","gd"
"2633","EDWARD"
"2634","en"
"2635","pt"
"2636","fr"
"2637","PAFILIWN"
"2638","cy"
"2639","CUMBERLAND"
"2640","en"
"2641","de"
"2642","pl"
"2643","ELEANOR"
"2644","en"
"2645","pt"
"2646","fr"
"2647","RHIWLAS"
"2648","cy"
"2649","CYSGOD"
"2650","cy"
"2651","GELERT"
"2652","no"
"2653","DALARLAS"
"2654","id"
"2655","HERMON"
"2656","en"
"2657","ga"
"2658","gd"
"2659","DDOL"
"2660","cy"
"2661","DERLWYN"
"2662","cy"
"2663","WAWR"
"2664","cy"
"2665","DOLGARREGDDU"
"2666","hu"
"2667","DOLGOCH"
"2668","sl"
"2669","JOHN"
"2670","en"
"2671","pt"
"2672","fr"
"2673","CADFAN"
"2674","cy"
"2675","DOLITHEL"
"2676","vo"
"2677","DERFEL"
"2678","no"
"2679","DYSYNNI"
"2680","cy"
"2681","LLANDYGAI"
"2682","cy"
"2683","ELIDIR"
"2684","xh"
"2685","EGRYN"
"2686","cy"
"2687","21"
"2688","LLANFAGLAN"
"2689","cy"
"2690","EMRYS"
"2691","cy"
"2692","ABERWNION"
"2693","cy"
"2694","22"
"2695","FAENOL"
"2696","cy"
"2697","24"
"2698","CONVENT"
"2699","en"
"2700","fr"
"2701","nl"
"2702","IAGO"
"2703","en"
"2704","pt"
"2705","cy"
"2706","FELINDRE"
"2707","cy"
"2708","33"
"2709","INFRYN"
"2710","cy"
"2711","FFOS"
"2712","cy"
"2713","49"
"2714","SERVICE"
"2715","en"
"2716","fr"
"2717","de"
"2718","LLWYNDU"
"2719","cy"
"2720","FRANCIS"
"2721","en"
"2722","pt"
"2723","fr"
"2724","50"
"2725","ABBEY"
"2726","en"
"2727","nl"
"2728","gd"
"2729","RHIWEN"
"2730","na"
"2731","FRANKWELL"
"2732","ts"
"2733","51"
"2734","FRONWNION"
"2735","en"
"2736","54"
"2737","CAMPBELL"
"2738","en"
"2739","fr"
"2740","nl"
"2741","SEIRI"
"2742","sr"
"2743","cy"
"2744","eu"
"2745","GERLLAN"
"2746","cy"
"2747","57"
"2748","LOVE"
"2749","en"
"2750","fr"
"2751","it"
"2752","SILYN"
"2753","cy"
"2754","GLODDFA"
"2755","cy"
"2756","59"
"2757","SKINNER"
"2758","en"
"2759","pl"
"2760","da"
"2761","IFOR"
"2762","de"
"2763","pl"
"2764","sk"
"2765","GODRE'R"
"2766","no"
"2767","89"
"2768","EVELYN"
"2769","en"
"2770","de"
"2771","nl"
"2772","GWASTADGOED"
"2773","cy"
"2774","90"
"2775","BUSH"
"2776","en"
"2777","pt"
"2778","fr"
"2779","DE"
"2780","en"
"2781","es"
"2782","pt"
"2783","91"
"2784","PRIESTLEY"
"2785","en"
"2786","pl"
"2787","EITHINOG"
"2788","cy"
"2789","WTRA"
"2790","cy"
"2791","103"
"2792","PISTYLL"
"2793","cy"
"2794","HEULFRYN"
"2795","cy"
"2796","106"
"2797","TEMPLE"
"2798","en"
"2799","es"
"2800","pt"
"2801","HOPELAND"
"2802","en"
"2803","111"
"2804","TOTTON"
"2805","en"
"2806","HOSPITAL"
"2807","en"
"2808","es"
"2809","pt"
"2810","118"
"2811","WARFIELD"
"2812","en"
"2813","HWYLFA"
"2814","cy"
"2815","119"
"2816","ORME"
"2817","fr"
"2818","it"
"2819","sk"
"2820","HWYLFA'R"
"2821","cy"
"2822","120"
"2823","ENGLAND"
"2824","en"
"2825","de"
"2826","sv"
"2827","BOLD"
"2828","en"
"2829","tr"
"2830","pl"
"2831","IDRIS"
"2832","fr"
"2833","nl"
"2834","pl"
"2835","122"
"2836","CILMELYN"
"2837","so"
"2838","JUBILEE"
"2839","en"
"2840","nl"
"2841","sk"
"2842","123"
"2843","MUR"
"2844","es"
"2845","fr"
"2846","pl"
"2847","LAWNT"
"2848","cy"
"2849","128"
"2850","EDGE"
"2851","en"
"2852","pl"
"2853","ca"
"2854","GLEISION"
"2855","cy"
"2856","LLANFACHRETH"
"2857","cy"
"2858","133"
"2859","135"
"2860","LLEPA"
"2861","ca"
"2862","LLE'R"
"2863","gl"
"2864","141"
"2865","MAENGWYN"
"2866","cy"
"2867","152"
"2868","DEON"
"2869","en"
"2870","nl"
"2871","cy"
"2872","MAESEGRYN"
"2873","en"
"2874","156"
"2875","OGWEN"
"2876","cy"
"2877","SAINT"
"2878","en"
"2879","es"
"2880","pt"
"2881","172"
"2882","PANTON"
"2883","eu"
"2884","et"
"2885","YMRYSON"
"2886","cy"
"2887","MAETHLON"
"2888","cy"
"2889","173"
"2890","POOL"
"2891","en"
"2892","pt"
"2893","fr"
"2894","CEMETERY"
"2895","en"
"2896","MAWNOG"
"2897","cy"
"2898","174"
"2899","CARADOG"
"2900","cy"
"2901","MELIN"
"2902","pl"
"2903","ca"
"2904","cy"
"2905","178"
"2906","CARMEL"
"2907","en"
"2908","es"
"2909","fr"
"2910","MORFA"
"2911","es"
"2912","pt"
"2913","pl"
"2914","CARNEDDI"
"2915","cy"
"2916","NANTIESYN"
"2917","gv"
"2918","PENYGROES"
"2919","cy"
"2920","CWELLYN"
"2921","cy"
"2922","NATIONAL"
"2923","en"
"2924","fr"
"2925","de"
"2926","RELWE"
"2927","xh"
"2928","PANORAMA"
"2929","en"
"2930","es"
"2931","pt"
"2932","PRETORIA"
"2933","en"
"2934","es"
"2935","pt"
"2936","PENBRYNGLAS"
"2937","ceb"
"2938","PEBLIG"
"2939","cy"
"2940","PENCEFN"
"2941","cy"
"2942","PENDRE"
"2943","es"
"2944","pt"
"2945","fr"
"2946","JAMES"
"2947","en"
"2948","es"
"2949","pt"
"2950","PENYGWNDWN"
"2951","id"
"2952","OSBORNE"
"2953","en"
"2954","it"
"2955","pl"
"2956","RAILWAY"
"2957","en"
"2958","gd"
"2959","CASTELL"
"2960","ca"
"2961","cy"
"2962","eu"
"2963","RHIW"
"2964","cy"
"2965","GREENWOOD"
"2966","en"
"2967","pl"
"2968","ARGOED"
"2969","cy"
"2970","KINGSLEY"
"2971","en"
"2972","nl"
"2973","pl"
"2974","ROWEN"
"2975","nl"
"2976","cy"
"2977","QUEEN'S"
"2978","en"
"2979","MADOG"
"2980","hu"
"2981","cy"
"2982","SANDILANDS"
"2983","da"
"2984","FRIARS'"
"2985","en"
"2986","TAI'R"
"2987","fi"
"2988","ARDDU"
"2989","cy"
"2990","TAI'N"
"2991","fi"
"2992","UNDEB"
"2993","cy"
"2994","DOCTOR"
"2995","en"
"2996","es"
"2997","pt"
"2998","TALBOT"
"2999","en"
"3000","de"
"3001","pl"
"3002","SARON"
"3003","fr"
"3004","cy"
"3005","eu"
"3006","BEUNO"
"3007","cy"
"3008","TALYLLYN"
"3009","fi"
"3010","SEA"
"3011","en"
"3012","es"
"3013","ga"
"3014","TREMORFA"
"3015","cy"
"3016","VRON"
"3017","en"
"3018","FAEN"
"3019","pl"
"3020","cy"
"3021","TRYFAR"
"3022","en"
"3023","SHORT"
"3024","en"
"3025","pt"
"3026","fr"
"3027","LAS"
"3028","en"
"3029","es"
"3030","pt"
"3031","TWTIL"
"3032","en"
"3033","SPRING"
"3034","en"
"3035","de"
"3036","it"
"3037","BRONWYDD"
"3038","cy"
"3039","TYLAU"
"3040","id"
"3041","STRAND"
"3042","en"
"3043","de"
"3044","nl"
"3045","BRYNGWYN"
"3046","cy"
"3047","WAVERLEY"
"3048","en"
"3049","pl"
"3050","gd"
"3051","ALBERT"
"3052","en"
"3053","es"
"3054","pt"
"3055","RECORD"
"3056","en"
"3057","fr"
"3058","it"
"3059","WERNFACH"
"3060","de"
"3061","CEIRIOG"
"3062","cy"
"3063","WTRA'R"
"3064","en"
"3065","CEFNFAES"
"3066","cy"
"3067","CIBYN"
"3068","cy"
"3069","IARD"
"3070","cy"
"3071","CLARENCE"
"3072","en"
"3073","pt"
"3074","fr"
"3075","CLEGIR"
"3076","no"
"3077","BRIDD"
"3078","cy"
"3079","DINORWIC"
"3080","sn"
"3081","MARION"
"3082","en"
"3083","fr"
"3084","de"
"3085","BENNAR"
"3086","da"
"3087","cy"
"3088","GOODMAN"
"3089","en"
"3090","pl"
"3091","ga"
"3092","TALAFON"
"3093","sm"
"3094","LONG"
"3095","en"
"3096","fr"
"3097","nl"
"3098","CYLCHFAN"
"3099","cy"
"3100","YANKEE"
"3101","en"
"3102","fr"
"3103","de"
"3104","CRWYS"
"3105","cy"
"3106","LLYGAID"
"3107","cy"
"3108","MARCUS"
"3109","en"
"3110","pt"
"3111","fr"
"3112","TREHWFA"
"3113","en"
"3114","MASON"
"3115","en"
"3116","fr"
"3117","tr"
"3118","CYNFAL"
"3119","cy"
"3120","ALYN"
"3121","tk"
"3122","NEWTON"
"3123","en"
"3124","es"
"3125","pt"
"3126","DENMAN"
"3127","qu"
"3128","PARCIAU"
"3129","cy"
"3130","NEWBOROUGH"
"3131","en"
"3132","ELFED"
"3133","da"
"3134","cy"
"3135","WENALLT"
"3136","cy"
"3137","NORTHGATE"
"3138","en"
"3139","FODOLYDD"
"3140","cy"
"3141","BALKAN"
"3142","id"
"3143","CHARLOTTE"
"3144","en"
"3145","pt"
"3146","fr"
"3147","GWYNDY"
"3148","cy"
"3149","A4244"
"3150","en"
"3151","es"
"3152","pt"
"3153","TURNER"
"3154","en"
"3155","pt"
"3156","fr"
"3157","ISLWYN"
"3158","cy"
"3159","CANOLFAN"
"3160","cy"
"3161","WARDEN"
"3162","en"
"3163","de"
"3164","nl"
"3165","GRIANDY"
"3166","ga"
"3167","RHYTHALLT"
"3168","cy"
"3169","WATERLOO"
"3170","en"
"3171","LLANLLECHID"
"3172","cy"
"3173","BYTHYNNOD"
"3174","cy"
"3175","WILLIAM"
"3176","en"
"3177","BARCER"
"3178","cy"
"3179","HENFAES"
"3180","cy"
"3181","TITHEBARN"
"3182","en"
"3183","MARCHLYN"
"3184","da"
"3185","cy"
"3186","DEAN"
"3187","en"
"3188","fr"
"3189","nl"
"3190","NASARETH"
"3191","cy"
"3192","SWN"
"3193","cy"
"3194","VAYNOL"
"3195","cy"
"3196","MAESTEG"
"3197","cy"
"3198","SHIREHALL"
"3199","en"
"3200","LLOC"
"3201","ca"
"3202","cy"
"3203","BRYNCOCH"
"3204","cy"
"3205","WYLED"
"3206","cy"
"3207","FOUNTAIN"
"3208","en"
"3209","BORTHWEN"
"3210","cy"
"3211","PALACE"
"3212","en"
"3213","pt"
"3214","fr"
"3215","SEION"
"3216","cy"
"3217","eu"
"3218","HAULFRYN"
"3219","cy"
"3220","EASTGATE"
"3221","TANRHIW"
"3222","cy"
"3223","GIBRALTAR"
"3224","en"
"3225","es"
"3226","pt"
